Engagement	Location	Date	Result	Side 1	Leaders 1	Strength 1	Casualties 1	Side 2	Leaders 2	Strength 2	Casualties 2	Wikipedia Link
Vitebsk–Orsha Offensive	Belorussian SSR	June 23, 1944 – June 28, 1944	Soviet victory	File:Flag of Germany 1933.svg|22px Nazi Germany	File:Flag of Germany 1933.svg|22px Georg-Hans Reinhardt (3rd Panzer Army|Third Panzer Army)File:Flag of Germany 1933.svg|22px Kurt von Tippelskirch (4th Army (Wehrmacht)|Fourth Army)	14 infantry divisions2 tank divisions(exact number of troops unknown)	41,700 killed126 tanks and assault guns destroyed1.840 armord vehicles17.800 taken prisoner	{{flagicon|USSR}}	{{flagicon|USSR}}	?	11.014 killed 318 tanks destroyed113 aircraft shot down	https://en.wikipedia.org/wiki/Vitebsk–Orsha_Offensive
Mogilev Offensive	Belorussian SSR	June 23, 1944 &ndash; June 28, 1944	Soviet Victory	Image:Flag of Germany 1933.svg|22px Nazi Germany	Image:Flag of Germany 1933.svg|22pxKurt von Tippelskirch (4th Army (Wehrmacht)|Fourth Army)	?	33,000 killed, 3,250 POW (Soviet est)ref name=glantzp97Glantz, ''Belorussia 1944'', p.97&lt;/ref&gt;	{{flagicon|USSR}}	{{flagicon|USSR}}	?	?	https://en.wikipedia.org/wiki/Mogilev_Offensive
Bobruysk Offensive	Byelorussian Soviet Socialist Republic|Belorussian SSR	23–28 June 1944	Soviet Victory	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	90,000	50,000 killed, 20,000 POW (Soviet est)	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	?	?	https://en.wikipedia.org/wiki/Bobruysk_Offensive
Minsk Offensive	Belorussian SSR	29 June — 4 July 1944	Soviet Victory	Image:Flag of Germany 1933.svg|22px Nazi Germany|Germany	{{flagicon|Nazi Germany}}	unknown	100,000 troops caught in encirclement(40,000 killed or missing,rest either wounded or captured)	{{flagicon|USSR}}	{{flagicon|USSR}}	unknown	unknown	https://en.wikipedia.org/wiki/Minsk_Offensive
Polotsk Offensive	Belorussian SSR	June 29, 1944 – July 4, 1944	Soviet Victory	Image:Flag of Germany 1933.svg|22px Nazi Germany	Image:Flag of Germany 1933.svg|22pxGeorg-Hans Reinhardt (3rd Panzer Army|Third Panzer Army)Rolf Wuthmann (IX Army Corps (Wehrmacht)|IX Corps)	?	37,000 dead, 7,000 POW (Soviet est)ref name=glantzp117Glantz, p.117&lt;/ref&gt;	{{flagicon|USSR}}	{{flagicon|USSR}}	?	?	https://en.wikipedia.org/wiki/Polotsk_Offensive
Šiauliai Offensive	Belorussian SSR, Lithuania, and Latvia	July 5, 1944 &ndash; August 29, 1944	Soviet victory	Image:Flag of Germany 1933.svg|22px Nazi Germany	Image:Flag of Germany 1933.svg|22pxGeorg-Hans Reinhardt(3rd Panzer Army|Third Panzer Army)Paul Laux (16th Army (Wehrmacht)|Sixteenth Army)			{{flagicon|USSR}}	{{flagicon|USSR}}			https://en.wikipedia.org/wiki/Šiauliai_Offensive
Vilnius Offensive	Belarus (Minsk Region) and Lithuania (Vilnius Region & Alytus Region)	July 1944	Soviet victory	{{flag|Soviet Union|1923}}	{{flagicon|USSR|1923}}	~100,000	50-70 tanks?	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	7,700	8,000 killed; 5,000 captured in Vilnius alone (Soviet est)	https://en.wikipedia.org/wiki/Vilnius_Offensive
Belostock Offensive	Poland	5–27 July 1944	Soviet victory	{{flag|Nazi Germany}}	{{flagicon|Nazi Germany}}	?	30,000 killed, 1,011 POW (Soviet est)ref name=Glantzp185Glantz, p.185&lt;/ref&gt;	{{flag|Soviet Union|1923}}	{{flagicon|USSR|1923}}	?	?	https://en.wikipedia.org/wiki/Belostock_Offensive
Lublin–Brest Offensive	Kresy|Eastern Poland/Western Belarus	July 18 - August 2, 1944 (primary operation), September 30, 1944 (secondary operation)	Soviet victory	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}			{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}			https://en.wikipedia.org/wiki/Lublin–Brest_Offensive
Kaunas Offensive	Kaunas area, Lithuania	July 28 - August 28, 1944	Soviet victory	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}	?	?	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	?	?	https://en.wikipedia.org/wiki/Kaunas_Offensive
Osovets Offensive	Poland	August 6, 1944 – August 14, 1944		File:Flag of Germany 1933.svg|22px Nazi Germany	File:Flag of Germany 1933.svg|22pxHelmuth Weidling,Friedrich Herrlein	?	?	{{flagicon|USSR}}	{{flagicon|USSR}}	?	?	https://en.wikipedia.org/wiki/Osovets_Offensive
Battle of Tali-Ihantala	{{Coord|60|46|5|N|28|52|43|E|name|=|Battle of Tali-Ihantala|display|=|inline,title}}	June 25 to July 9, 1944	Finnish defensive victoryref name="Jowett 2006 p. 14"#FAW2006|Jowett &amp; Snodgrass (2006). p. 14.&lt;/ref&gt;ref name="Mcateer-184"ref name="battlesandsieges-467"#battlesandsieges|Jaques (2007) p. 467&lt;/ref&gt;	{{flag|Finland}}	{{flagicon|Finland}}	{{flagicon|Finland}}	{{flagicon|Finland}}	{{flag|Soviet Union|1923}}	Leonid GovorovDmitry GusevAleksandr Cherepanov (general)|Aleksandr Cherepanov	{{sfn|Nenye ''et al.''|2016|p|=|244}}	{{verify source|date|=|May 2011}}	https://en.wikipedia.org/wiki/Battle_of_Tali-Ihantala
Battle of Vyborg Bay (1944)	Vyborg Bay|Viborg Bay	June 30 – July 10, 1944	Finnish/German defensive victoryref name="lunde-307"#Lunde|Lunde (2011) p. 307&lt;/ref&gt;Minor Soviet strategic victory	{{flagicon|Soviet Union|1923}}	Leonid Govorov			{{FIN}}	Pekka Enkainen			https://en.wikipedia.org/wiki/Battle_of_Vyborg_Bay_(1944)
Lvov–Sandomierz Offensive	Western Ukraine/Kresy|Eastern Poland	13 July 1944 – 29 August 1944	Soviet victory	{{flag|Nazi Germany|name|=|Germany}}	{{flagicon|Nazi Germany}}	900,000 men  900 AFVs  6,300 gunsref name=ZalogaZaloga (1996), p. 74&lt;/ref&gt;	55,000 killed, missing or captured, 136,860 overallrefFrieser (2007), p. 711-718&lt;/ref&gt;	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	1,002,200 menref name=glantz1,979 AFVs11,265 guns	65,001 killed, missing or captured, 224,295 wounded, 289,296 overall1,269 tanks and SP guns 289 aircraftref name=glantzGlantz (1995), p. 299&lt;/ref&gt;	https://en.wikipedia.org/wiki/Lvov–Sandomierz_Offensive
Battle of Radzymin (1944)	near Radzymin, Poland	1–10 August 1944	German victory	{{flag|Nazi Germany}}	{{flagicon|Nazi Germany}}	XXXIX Panzer Corps (Germany)|XXXIX Panzer Corps		{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	2nd Guards Tank Army		https://en.wikipedia.org/wiki/Battle_of_Radzymin_(1944)
Warsaw Uprising	Warsaw, Poland	1 August – 2 October 1944,  (63 days)	German victory, Planned destruction of Warsaw|Destruction of the city	{{flagicon image|Flaga PPP.svg}}	{{flagicon image|Flaga PPP.svg}}	Range 20,000ref name="BW" to 49,000ref name="AB1" (initially)	'''Polish resistance''':  15,200 killed and missingref name="wufaq" 5,000 Wounded in action|WIAref name="wufaq"  15,000 prisoner of war|POW (Incl. capitulation agreement)ref name="wufaq"  '''Berling 1st Army''': 5,660 casualtiesref name="wufaq" ----'''Total casualties''': '''25,860'''	{{flag|Nazi Germany|name|=|Germany}}	{{flagicon|Nazi Germany}}	Range 13,000refBorodziej, p. 75.&lt;/ref&gt; to 25,000ref name="WUmuseumcom" (initially)	'''German forces''': 16,000 killed and missingref name="wufaq"  9,000 WIAref name="wufaq" 310 tanks and armoured vehicles, 340 trucks and cars, 22 artillery pieces, 4 rocket launchers, 3 aircraftref name="wufaq"----'''Total casualties''': '''25,000'''	https://en.wikipedia.org/wiki/Warsaw_Uprising
Battle of Studzianki	Studzianki Pancerne|Studzianki, Poland	August 9–16, 1944	Soviet-Polish victory	{{flagcountry|Nazi Germany}}		3 divisions	At least 40 tanks, 26 guns and mortars, 9 APCs	{{flagcountry|Poland}}		1st Armoured Brigade (Poland)|Polish 1st Armoured Brigade  8th Soviet Army	Polish:27 tanks89 men	https://en.wikipedia.org/wiki/Battle_of_Studzianki
Operation Doppelkopf	Western Lithuania	16 August 1944 – 27 August 1944	Inconclusive	{{flag|Nazi Germany|name|=|Germany}}	Image:Flag of Germany 1933.svg|22px Georg-Hans Reinhardt(Army Group Centre)Image:Flag of Germany 1933.svg|22px Erhard Raus(3rd Panzer Army|Third Panzer Army)			{{flagicon|USSR}}	{{flagicon|USSR}}			https://en.wikipedia.org/wiki/Operation_Doppelkopf
Jassy–Kishinev Offensive	Eastern and southern Romania	20–29 August 1944ref name="AFHO"https://books.google.com/books?id=x9cmuEoLYIQC&amp;pg=PA100&amp;vq=lasted+from&amp;source=gbs_search_r&amp;cad=0_2&amp;sig=xlshyOpFSVRsxc4z5k3Alsgj3YU "Military planning in the twentieth century", U.S. Air Force History Office]&lt;/ref&gt;	Soviet victory* Destruction of the German 6th Army (Wehrmacht)|6th Army; German forces begin evacuating the Balkans* Soviet Union Soviet occupation of Bessarabia and Northern Bukovina#Restoration of Soviet administration|regains control of Bessarabia and Northern Bukovina* Romania undergoes a King Michael's Coup|coup and defects to the Allies* Bulgaria enters the war against Nazi GermanyrefUnited Center for Research and Training in History, ''https://books.google.com/books?id=vHNpAAAAMAAJ&amp;q=Jassy-Kishinev&amp;pgis=1 Bulgarian historical review]'', p.7&lt;/ref&gt;	{{flag|Soviet Union|1923}}	{{ubl   |flagicon|Soviet Union|1923|   |Rodion Malinovsky   |Fyodor Tolbukhin   |flagicon|Romania|   |Michael of Romania   |Constantin Sănătescu   |Gheorghe Mihail   |Nicolae Macici   |Petre Dumitrescu   |Ilie Șteflea}}	'''Soviet Union''':1,314,200 menref name="krivosheev"Krivosheev, ''Soviet Casualties and Combat Losses in the Twentieth Century'', {{ISBN|1-85367-280-7}}, Greenhill Books, 1997; (http://www.kulichki.com/moshkow/MEMUARY/1939-1945/KRIWOSHEEW/poteri.txt#w06.htm-_Toc536603395 chapter on the Jassy&#8211;Kishinev operation in Russian])&lt;/ref&gt;16 000 guns1,870 tanks2,200 aircraft'''Romania''':465,659 menref name="RIRA696"V. Anescu et. al., ''Rom&#226;nia &#238;n r&#259;zboiul antihitlerist'', Editura Militar&#259;, 1966, pp. 696-697&lt;/ref&gt;	'''Soviet Union''':13,197 killed or missing 53,933 wounded and sickref name="krivosheev"75 tanks of which 60ref name="Dumitru I. S. 1999 p. 464"Dumitru I. S. (1999) (in Romanian)."Tancuri &#238;n fl&#259;c&#259;ri. Amintiri din cel de-al doilea r&#259;zboi mondial." (Tanks in flames. Memories of the Second World War). Bucharest: Nemira. p. 464&lt;/ref&gt; destroyed by the 1st Romanian Armored Division on the first day of the offensive111 aircraftref name="worldwar2.ro"Worldwar2.ro: http://www.worldwar2.ro/arr/?article=430 "The home defense campaign &#8211; 1944"]&lt;/ref&gt;'''Romania''':8,586 killed and woundedref name="RIRA696"	{{flagcountry|Nazi Germany}}	{{ubl   |flagicon|Nazi Germany|   |Adolf Hitler   |Johannes Friessner   |Otto Wöhler   |Maximilian Fretter-Pico   |Alfred Gerstenberg   |flagicon|Romania|   |Ion Antonescu   |Ilie Șteflea   |Petre Dumitrescu   |Ioan Mihail Racoviță}}	'''Germany''': Army Group South Ukraine'''Romania''':1,224,691 menrefAxworthy&lt;/ref&gt;(40 divisions), 170 tanks, 800 aircraft	{{sfn|Frieser|2007|p|=|812}}	https://en.wikipedia.org/wiki/Jassy–Kishinev_Offensive
First Jassy–Kishinev Offensive	Eastern Kingdom of Romania|Romania	8 April–6 June 1944	{{sfn|Glantz|pp|=|371–376}}	{{plainlist |* |flagicon image|Flag of Romania.svg| Kingdom of Romania|Romania* |flag|Nazi Germany|name|=|Germany|  }}	{{plainlist |* File:Flag of Romania.svg|22px|border|link=Kingdom of Romania Petre Dumitrescu* |flagicon|Nazi Germany| Otto Wöhler  }}	{{sfn|Glantz|p|=|381}}	{{sfn|Glantz|p|=|381}}	{{plainlist |* |flag|Soviet Union|1923|  }}	{{plainlist |* |flagicon|Soviet Union|1923| Ivan Konev* |flagicon|Soviet Union|1923| Rodion Malinovsky  }}	{{sfn|Glantz|p|=|380}}	{{sfn|Glantz|p|=|379}}	https://en.wikipedia.org/wiki/First_Jassy–Kishinev_Offensive
First Battle of Târgu Frumos	Eastern Romania	9–12 April 1944	{{sfn|Glantz|p|=|66}}	{{plainlist |* |flag|Nazi Germany|* |flagicon image|Flag of Romania.svg| Romania  }}	{{plainlist |* |flagicon|Nazi Germany|* Otto Wöhler* Hasso von Manteuffel* |flagicon image|Flag of Romania.svg| Ioan Mihail Racoviţă|Mihai Racoviţǎ  }}	{{plainlist |* 1 Panzergrenadier Division|sfn|Glantz|p|=|62|* 2 armoured warfare|Armoured Divisions|sfn|Glantz|p|=|63|* 3 Infantry Divisions|sfn|Glantz|pp|=|63–66|  }}	{{efn|name|=|Eighth Army casualties}}	{{flagicon|Soviet Union|1923}}	{{plainlist |* |flagicon|Soviet Union|1923|* Ivan Konev* Semen Bogdanov* F.F. Zhmachenko* Sergei Trofimenko  }}	{{plainlist |* 14 Rifle Divisions|sfn|Glantz|pp|=|60–62|* 1 Airborne Division|sfn|Glantz|p|=|60|* elements of a Tank army|sfn|Glantz|p|=|63|  }}	unknown	https://en.wikipedia.org/wiki/First_Battle_of_Târgu_Frumos
Second Battle of Târgu Frumos	Eastern Romania	2&ndash;8 May 1944refGlantz 2007, pp. 215&amp;ndash;74&lt;/ref&gt;	Axis victory	File:Flag of Germany 1933.svg|22px Third reich|Germany, File:Flag of Romania.svg|22px Romania	File:Flag of Germany 1933.svg|22px Ferdinand SchoernerFile:Flag of Romania.svg|22px Ioan Mihail Racoviță|Mihai Racoviță	Unknown	Unknown	File:Flag of the Soviet Union 1923.svg|22px Soviet Union	File:Flag of the Soviet Union 1923.svg|22px Ivan Konev	Unknown	Unknown	https://en.wikipedia.org/wiki/Second_Battle_of_Târgu_Frumos
Slovak National Uprising	Slovakia	August 29 – October 28, 1944	German and collaborator victory *Ongoing partisan resistance	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	40,000, later increased to 83,000	≈10,000	{{flagicon|Czechoslovakia}}	{{flagicon|Czechoslovakia}}	18,000 initially, later increased to 78,000	≈10,000 + 5,304 captured and executed	https://en.wikipedia.org/wiki/Slovak_National_Uprising
Battle of the Dukla Pass	Dukla Pass, present-day Slovakia-Poland border	8 September – 28 October 1944	Indecisive - Soviet halt, Axis withdraw, liberation of Ukraine	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	100,000 soldiers2,000 artillery pieces350 tanks	30,000 Totalrefhttp://www.reenactment-sk.szm.com/Operations/Dukla.htm&lt;/ref&gt;	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	120,000 - 150,000 Soviet soldiers16,700 Czechoslovak soldiers1,517 artillery pieces1,724 mortars1,000 tanks	80,000–123,000 Total	https://en.wikipedia.org/wiki/Battle_of_the_Dukla_Pass
Baltic Offensive	Baltic States, East Prussia, Poland	14 September – 24 November 1944	Soviet victory	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	1,546,400 troopsref name=losseshttp://lib.ru/MEMUARY/1939-1945/KRIWOSHEEW/poteri.txt#w06.htm-_Toc536603397 Soviet casualties and combat losses in the twentieth century] London: Greenhill Books 1997&lt;/ref&gt;17,500 artillery pieces3,080 armoured vehicles2640 aircraftref name=bdsa	61,468 dead or missing218,622 wounded or sickref name=losses	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	730,000 troops7,000 artillery pieces1,260 armoured vehicles400 aircraftref name=bdsahttp://bdsa.ru/index.php?option=com_content&amp;task=view&amp;id=3085&amp;Itemid=29 &#1055;&#1088;&#1080;&#1073;&#1072;&#1083;&#1090;&#1080;&#1081;&#1089;&#1082;&#1072;&#1103; &#1085;&#1072;&#1089;&#1090;&#1091;&#1087;&#1072;&#1090;&#1077;&#1083;&#1100;&#1085;&#1072;&#1103; &#1086;&#1087;&#1077;&#1088;&#1072;&#1094;&#1080;&#1103;, 14 &#1089;&#1077;&#1085;&#1090;&#1103;&#1073;&#1088;&#1103; &#8211; 24 &#1085;&#1086;&#1103;&#1073;&#1088;&#1103; 1944 &#1075;] BDSA.ru&lt;/ref&gt;	Unknown	https://en.wikipedia.org/wiki/Baltic_Offensive
Riga Offensive (1944)	Latvia, Estonia	September 14 - October 24, 1944	Soviet victory	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}			{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}			https://en.wikipedia.org/wiki/Riga_Offensive_(1944)
Tallinn Offensive	Estonia	17–26 September 1944	Soviet victory	{{flag|Nazi Germany|name|=|Germany}}	Ferdinand Schörner	50,000 troopsref name=mitcham50 vesselsref name=hiio		{{flag|Soviet Union|1923}}	Leonid Govorov	195,000 troopsref name=losses		https://en.wikipedia.org/wiki/Tallinn_Offensive
Battle of Porkuni	Porkuni, Viru County, Estonia	September 21, 1944	Soviet victory	Image:Estonian Division.jpg|20px 20th Waffen Grenadier Division of the SS (1st Estonian)|Estonian conscripts	Image:Estonian Division.jpg|20px Juhan Vermet	1,500	500 dead, , 700 capturedref name=postimees{{cite web|url=http://www.postimees.ee/120904/esileht/siseuudised/144273.php |publisher=Postimees|language=Estonian|title=Porkuni vennatapulahing niitis eesti s&#245;jamehi|date=11 September 2004}}&lt;/ref&gt;	Image:Flag of the Soviet Union 1923.svg|25px Soviet Union	Image:Flag of the Soviet Union 1923.svg|25px August Feldman	10,000	~1,000	https://en.wikipedia.org/wiki/Battle_of_Porkuni
Moonsund Landing Operation	West Estonian archipelago (Moonsund archipelago), Estonia	September 29, 1944 &ndash; November 24, 1944	Soviet victory	{{flag|Nazi Germany|name|=|Germany}}	{{flagicon|Nazi Germany}}			{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}			https://en.wikipedia.org/wiki/Moonsund_Landing_Operation
Battle of Memel	Klaipėda (Lithuania / East Prussia)	5–22 October 1944 (main offensive); 28 January 1945 (end of siege)	Soviet victory	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}			{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}			https://en.wikipedia.org/wiki/Battle_of_Memel
Belgrade Offensive	Belgrade, Yugoslavia	{{sfn|Krivosheyev|1997|p|=}}	Partisan-Soviet victory	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	580,000 troops3,640 artillery pieces520 tanks and assault guns1,420 aircraft80 ships	{{sfn|Biryuzov|1964|p|=|260}}	{{flag|Nazi Germany}}	{{flagicon|Nazi Germany}}	150,000 troops (mostly 2nd tier infantry and non-German support troops)2,100 artillery pieces125 tanks and assault guns350 aircraft70 ships	{{citation needed|date|=|August 2014}}	https://en.wikipedia.org/wiki/Belgrade_Offensive
Battle of Debrecen	Debrecen / Nyíregyháza, Hungary	6–29 October 1944	Tactical German victory, Strategic Soviet victory	{{flag|Nazi Germany}}	{{flagicon|Nazi Germany}}	80,000	{{sfn|Frieser|Schmider|Schönherr|Schreiber|2007|p|=| 876}}	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	260,000	'''Soviet:''' ~19,713 killed or missing and 64,297 wounded or sickrefWhen Titans Clashed, p. 299: 19,713 killed or missing and 64,297 wounded or sick&lt;/ref&gt;, '''Romania:''' 33,500 killed or woundedref group="nb"This figure for Romanian losses is apparently a subtraction of the 84,010 Soviet losses mentioned in ''When Titans Clashed'' from the figure for overall Soviet and Romanian losses of 117,360 mentioned in Volume 8 of ''Das Deutsche Reich und der Zweite Weltkrieg''. The figures from this volume appear to be taken from Ungv&#225;ry's ''A magyar honv&#233;ds&#233;g a m&#225;sodik vil&#225;gh&#225;bor&#250;ban'' (2005). Apart from the fact that Ungv&#225;ry's work represents a Hungarian view of the battle, it is also of interest that total Romanian losses for operations in Hungary during the period 8 October 1944 - 15 January 1945 (a considerably longer period than the Debrecen Operation itself) are given as 42,700 in Axworthy's ''The Romanian Army of World War 2'' (p. 23).&lt;/ref&gt;, '''Total:''' 117,360 men (including 5,073 POW), ~500 tanks lost,  ~1,500 guns lost	https://en.wikipedia.org/wiki/Battle_of_Debrecen
Operation Panzerfaust	Budapest, Kingdom of Hungary (1920–46)|Kingdom of Hungary	15–16 October 1944	Overthrow of Regent Miklós HorthyPro-Nazi Arrow Cross Party came to powerBeginning of the Holocaust in Hungary	{{flagicon image|Flag of Hungary (1920–1946).svg}}	{{unbulleted list |Miklós Horthy |Géza Lakatos |Lajos Csatay |János Vörös |Béla Miklós |Lajos Veress}}			{{flagicon|Nazi Germany}}	{{unbulleted list |Edmund Veesenmayer |Otto Skorzeny |Ferenc Szálasi |Károly Beregfy |Iván Hindy}}			https://en.wikipedia.org/wiki/Operation_Panzerfaust
Courland Pocket	Courland, Latvia	9 October 1944 – 10 May 1945	Stalemate followed by the unconditional surrender of German forces in Courland on 8 and 9 May 1945.	{{flagicon|Nazi Germany}}	Ferdinand SchörnerLothar Rendulic Heinrich von VietinghoffCarl Hilpert		{{sfn|Frieser|2007|p|=|661}}	{{flagicon|Soviet Union|1923}}	Ivan BagramyanAndrey Yeryomenko Leonid Govorov		{{sfn|Frieser|2007|p|=|661}}	https://en.wikipedia.org/wiki/Courland_Pocket
Gumbinnen Operation	East Prussia	October 16, 1944 – October 27, 1944	German tactical victory	Image:Flag of Germany 1933.svg|22px Nazi Germany	Image:Flag of Germany 1933.svg|22pxGeorg-Hans Reinhardt(Army Group Centre)	40,000	?	{{flagicon|USSR}}	{{flagicon|USSR}}	404,500ref name=casualtiesSee http://www.soldat.ru/doc/casualties/book/chapter5_10_1.html soldat.ru], accessed 15 April 2008&lt;/ref&gt;	16,819 irrecoverable; 62,708 woundedref name="casualties"	https://en.wikipedia.org/wiki/Gumbinnen_Operation
Budapest Offensive	Budapest and northwestern Hungary	29 October 1944 – 13 February 1945(108 days)	Soviet-Romanian victory	{{flag|Soviet Union|1923}}	{{nowrap|flagicon|Soviet Union|1923| Rodion Malinovsky|flagicon|Soviet Union|1923| Fyodor Tolbukhin|flagicon|Soviet Union|1923| Ivan Afonin|flagicon|Soviet Union|1923| Ivan Managarov}}		'''Soviet:'''80,026 dead and missing240,056 wounded and sick, 1,766 tanks destroyed or damagedref name="Glantz"Glantz, David M., and Jonathan House. When Titans Clashed: How the Red Army Stopped Hitler. (Lawrence, Kansas: University Press of Kansas, 1995. {{ISBN|0-7006-0899-0}})  p. 298&lt;/ref&gt;ref name="Krivosheev"Krivosheev, G. F. Soviet casualties and combat losses in the Twentieth Century. (London: Greenhill Books, 1997. {{ISBN|1-85367-280-7}}) p. 152&lt;/ref&gt;	{{flagicon|Nazi Germany}}	{{nowrap|flagicon|Nazi Germany| Johannes Friessner|flagicon|Nazi Germany| Otto Wöhler|flagicon|Nazi Germany| Karl Pfeffer-Wildenbruch|K. Pfeffer-Wildenbruch|POW||flagicon|Hungary|1940| Iván Hindy|POW||flagicon|Nazi Germany| Gerhard Schmidhuber|KIA}}		'''Soviet claim (Budapest city area only):'''49,000 dead110,000 captured269 tanks destroyed or capturedref name=9May, '''Total casualties:''' unknown	https://en.wikipedia.org/wiki/Budapest_Offensive
Siege of Budapest	Budapest, Hungary	29 December 1944 – 13 February 1945(1 month, 14 days)	Strategic Soviet victoryref{{cite book |last=Gasparovich |first=L&#225;szl&#243; |title=A retteg&#233;s &#246;tven napja |publisher=HAJJA BOOK KFT. |year=2005 |pages=172&#8211;173 |isbn=978-963-9037-75-5 |url=https://books.google.com/books?id=tAOgAAAAMAAJ|language=hu}}&lt;/ref&gt;	{{flagicon|Nazi Germany}}	{{nowrap|flagicon|Nazi Germany| Karl Pfeffer-Wildenbruch|K. Pfeffer-Wildenbruch|POW||flagicon|Nazi Germany| Gerhard Schmidhuber|KIA}}	c. 180,000, (including 102,000 in siege)	'''In siege:''' c. 40,000 dead and 62,000 captured  (wounded included among captured), Total: ~130,000 casualties	{{flag|Soviet Union|1923}}	{{nowrap|flagicon|Soviet Union|1923| Rodion Malinovsky|flagicon|Soviet Union|1923| Fyodor Tolbukhin|flagicon|Romania| Nicolae Şova}}	500,000+(170,000 for city assault)	'''Soviet:'''c. 44,000 deadc. 100,000 - 130,000 wounded or sick, '''Romanian:''' c. 11,000 dead c. 12,000 woundedref name="Krivosheev"Krivosheev, G. F. Soviet casualties and combat losses in the Twentieth Century. (London: Greenhill Books, 1997. {{ISBN|1-85367-280-7}}) p. 152&lt;/ref&gt;	https://en.wikipedia.org/wiki/Siege_of_Budapest
Vistula–Oder Offensive	Occupation of Poland (1939–1945)|Central Poland and Former eastern territories of Germany|Eastern Germany	12 January – 2 February 1945	Soviet victory*Most of Poland recaptured*Liberation of Auschwitz concentration camp|Auschwitz and other concentration camps	{{Flag icon|Nazi Germany}}	{{Flag icon|Nazi Germany}}	450,000 menrefDuffy pp. 51, 59&lt;/ref&gt;	&lt;!--41,805 killed &lt;br&gt;68,515 missing&lt;br&gt;146,368 wounded&lt;ref name = ww2stats&gt;http://ww2stats.com/cas_ger_okh_dec45.html&lt;/ref&gt;&lt;ref name = axishistory.com&gt;http://forum.axishistory.com/viewtopic.php?f=50&amp;t=112689&amp;start=15&lt;/ref&gt;&lt;br&gt; Forum and dead link are not accepted. Please find a more decent source.--&gt;Soviet claim:,  295,000 killed, 147,000 taken prisonerref name=BahmBahm, pp. 51-52&lt;/ref&gt;	{{Flag icon|USSR|1923}}	{{Flag icon|USSR|1923}}	2,203,600 menref name=glantzGlantz (1995), p. 300&lt;/ref&gt;	43,476 killed or missing , 150,715 wounded and sickref name=glantz	https://en.wikipedia.org/wiki/Vistula–Oder_Offensive
Battle of Poznań (1945)	Poznań and nearby area, Poland	24 January – 23 February 1945	Soviet victory	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	100,000 Soviet soldiers, 5,000 Polish soldiers	10,000 Soviet KIA, 700 Polish KIA	{{flag|Nazi Germany}}	{{flagicon|Nazi Germany}}	15,700 fortress garrison soldiers, 22,600 regular field soldiers, 11,600 auxiliary forces, 8,000 Volkssturm, 1,100 Hungarian soldiers and mobilised Polish citizens, 25,000 SS and Police soldiers	6,000 German KIA, 100 Hungarian KIA, 23,000 POW	https://en.wikipedia.org/wiki/Battle_of_Poznań_(1945)
East Prussian Offensive	East Prussia	13 January – 25 April 1945	Soviet victory	{{flagcountry|Nazi Germany}}	Georg-Hans ReinhardtFriedrich HossbachFriedrich-Wilhelm MüllerErhard RausWalter WeissDietrich von Saucken	580,000 men200,000 ''Volkssturm'' troopers	Unknown killed or wounded, 220,000 capturedrefhttp://geroiros.narod.ru/wwsoldat/OPER/ARTICLES/037-vostpruss.htm&lt;/ref&gt;	{{flag|Soviet Union|1923}}	{{KIA}}	1,669,100 menrefThis covers ''all'' personnel of the 3rd and 2nd Belorussian Fronts, and the elements of 1st Baltic Front involved {{harv|Glantz|House|1995|p=300}}.&lt;/ref&gt;	{{sfn|Glantz|House|1995|p|=|300}}	https://en.wikipedia.org/wiki/East_Prussian_Offensive
