CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE
41283112,LA BAMBA RESTAURANT & GRILL,QUEENS,4761,47 STREET,11377,Spanish,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,18,
50008850,BASERA RESTAURANT,QUEENS,7414,37TH RD,11372,Pakistani,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,74,
50036672,BAREBURGER,MANHATTAN,313,W 57TH ST,10019,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,47,
50014008,D.C.PLZZ SEAFOOD,BROOKLYN,770,59TH ST,11220,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,71,
41002789,SUNSET RIDGE DELI,BROOKLYN,5802,5 AVENUE,11220,Delicatessen,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,54,
50069096,BOSS FOOD,BROOKLYN,2896,W 12TH ST,11224,Russian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,70,
40577204,IMPERIAL BIKER BAR,BROOKLYN,652,FRANKLIN AVENUE,11238,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,41,
41130819,TARALLUCCI E VINO,MANHATTAN,15,EAST 18 STREET,10003,Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,96,
40366929,LITTLE BROWN JUG,QUEENS,12402,JAMAICA AVENUE,11418,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17,
41470043,V BAR,MANHATTAN,132,1 AVENUE,10009,Italian,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,37,
50013618,PATSY'S PIZZERIA,BRONX,980,MORRIS PARK AVE,10462,Pizza/Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,38,
40871006,MINAR INDIAN RESTAURANT,MANHATTAN,138,WEST   46 STREET,10036,Indian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,51,
41306786,DUNKIN' DONUTS,MANHATTAN,3600,BROADWAY,10031,Caf̩/Coffee/Tea,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,47,
50033252,CAFE ROCHELLE,BROOKLYN,940,MANHATTAN AVE,11222,Caf̩/Coffee/Tea,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,52,
50042719,CHILLI,QUEENS,3756,74TH ST,11372,Indian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,50,
50017221,FALAFEL OFF THE CORNER,BROOKLYN,1675,E 2ND ST,11223,Jewish/Kosher,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,43,
41569059,HOY WONG RESTAURANT,MANHATTAN,81,MOTT STREET,10013,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,68,
50002803,EL NUEVO TENAMPA RESTAURANTE,BRONX,2765,WEBSTER AVE,10458,Mexican,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,66,
40968428,MR. DENNEHY'S,MANHATTAN,63,CARMINE STREET,10014,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,47,
50056438,KABAYAN FILIPINO RESTAURANT,QUEENS,6912,ROOSEVELT AVE,11377,Filipino,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,77,
41308090,KAIFUEM RESTAURANT CAFE & LOUNGE,BROOKLYN,3100,OCEAN PARKWAY,11235,Seafood,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,103,
41687795,BROADWAY CHINESE SEAFOOD,QUEENS,8317,BROADWAY,11373,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,68,
50060808,Abou Bakery,QUEENS,21023,JAMAICA AVE,11428,Bakery,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,40,
50017751,HEALTHY ME ORGANIC JUICE LAB,QUEENS,3008,37TH ST,11103,"Juice, Smoothies, Fruit Salads",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,52,
40758112,PARRILLA RESTAURANT,MANHATTAN,3920,BROADWAY,10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,57,
41333623,AMSTERDAM TAVERN,MANHATTAN,938,AMSTERDAM AVENUE,10025,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,57,
50053450,ALFREDO'S PIZZA,QUEENS,16301,29TH AVE,11358,Pizza/Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,49,
50034232,Relish Caterers,BRONX,2501,3RD AVE,10451,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,40,
41683816,MAX BAKERY & RESTAURANT,QUEENS,3763,90 STREET,11372,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,53,
50069320,TOFU TOFU,MANHATTAN,96,BOWERY,10013,Korean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,46,Not Yet Graded
50036006,PUERTA DEL SOL RESTAURANT,BROOKLYN,1550,BAY RIDGE AVE,11219,Spanish,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,50,
40549885,MONTEZUMA RESTAURANT,BRONX,119,WEST KINGSBRIDGE ROAD,10468,Mexican,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22,
50045752,MOMOTARO JAPANESE,BROOKLYN,6916,18TH AVE,11204,Japanese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,46,
50011370,PANDA KING KITCHEN,QUEENS,14911,41ST AVE,11355,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,36,
41717640,SOLDIERS CARIBBEAN BUFFET RESTAURANT,BROOKLYN,1439,ST JOHNS PLACE,11213,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,35,
50064793,New Bay Restaurant,BROOKLYN,2210,86TH ST,11214,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",Critical,105,
50000855,CROWN FRIED CHICKEN & PIZZA,BROOKLYN,580,ALBANY AVENUE,11203,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,68,
50004682,I LOVE PIZZA,BRONX,3075,3RD AVE,10451,Pizza,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,
